id,House,Hogsmeade_Visits,House_Allies,Curse_Mark,Owl_Posts,Quidditch_Attendance,Boggart_Fear,Time_in_Chamber,Corruption
13365,Ravenclaw,9.0,,False,4.0,6.0,No,,Safe
13366,Ravenclaw,7.0,6.0,False,8.0,,No,,Safe
13367,Hufflepuff,9.0,9.0,False,9.0,3.0,No,,Safe
13368,Gryffindor,9.0,11.0,False,3.0,4.0,No,3.0,Safe
13369,Hufflepuff,6.0,13.0,False,3.0,3.0,No,,Safe
13370,Slytherin,,6.0,,4.0,5.0,No,0.0,Safe
13371,Hufflepuff,7.0,7.0,,5.0,5.0,,3.0,Vulnerable
13372,Gryffindor,7.0,12.0,,8.0,4.0,No,3.0,Safe
13373,Slytherin,7.0,13.0,False,8.0,,No,3.0,Safe
13374,Hufflepuff,,,False,7.0,,No,3.0,Vulnerable
13375,Slytherin,10.0,12.0,,7.0,6.0,No,,Safe
13376,Hufflepuff,4.0,12.0,,5.0,,No,0.0,Safe
13377,Slytherin,,8.0,False,,,No,0.0,Vulnerable
13378,Gryffindor,,12.0,,6.0,4.0,No,4.0,Vulnerable
13379,Slytherin,,3.0,True,2.0,2.0,Yes,,Vulnerable
13380,Ravenclaw,6.0,5.0,False,,3.0,,0.0,Safe
13381,Gryffindor,7.0,15.0,False,,5.0,No,3.0,Safe
13382,Ravenclaw,2.0,,True,1.0,,Yes,5.0,Vulnerable
13383,Ravenclaw,8.0,,False,4.0,3.0,No,1.0,Safe
13384,Slytherin,8.0,13.0,False,6.0,5.0,No,3.0,Safe
13385,Hufflepuff,,7.0,False,5.0,,No,2.0,Vulnerable
13386,Slytherin,3.0,4.0,,,3.0,Yes,7.0,Vulnerable
13387,Slytherin,7.0,4.0,True,1.0,2.0,Yes,2.0,Safe
13388,Slytherin,8.0,10.0,,4.0,5.0,No,0.0,Safe
13389,Hufflepuff,10.0,5.0,False,4.0,4.0,,3.0,Safe
13390,Ravenclaw,10.0,14.0,False,4.0,5.0,No,0.0,Safe
13391,Hufflepuff,,,True,,0.0,Yes,8.0,Vulnerable
13392,Hufflepuff,5.0,9.0,False,3.0,3.0,No,1.0,Safe
13393,Slytherin,8.0,11.0,False,,,No,1.0,Safe
13394,Slytherin,3.0,3.0,,1.0,0.0,,11.0,Vulnerable
13395,Hufflepuff,1.0,0.0,,2.0,0.0,Yes,11.0,Safe
13396,Gryffindor,5.0,,False,,,No,2.0,Vulnerable
13397,Gryffindor,5.0,5.0,False,4.0,5.0,No,2.0,Safe
13398,Ravenclaw,6.0,5.0,False,8.0,5.0,No,1.0,Safe
13399,Ravenclaw,6.0,4.0,False,8.0,7.0,No,2.0,Safe
13400,Hufflepuff,10.0,14.0,False,3.0,5.0,No,2.0,Safe
13401,Slytherin,1.0,2.0,,,0.0,Yes,5.0,Vulnerable
13402,Gryffindor,5.0,7.0,False,3.0,3.0,No,3.0,Vulnerable
13403,Gryffindor,4.0,,False,4.0,7.0,No,1.0,Safe
13404,Gryffindor,6.0,11.0,,8.0,7.0,No,1.0,Safe
13405,Slytherin,0.0,,,0.0,1.0,Yes,11.0,Vulnerable
13406,Ravenclaw,9.0,8.0,False,,7.0,No,0.0,Safe
13407,Hufflepuff,8.0,6.0,False,,7.0,No,2.0,Safe
13408,Slytherin,4.0,7.0,False,3.0,,No,3.0,Vulnerable
13409,Hufflepuff,9.0,10.0,False,9.0,3.0,No,0.0,Safe
13410,Hufflepuff,3.0,4.0,False,9.0,,No,1.0,Safe
13411,Hufflepuff,5.0,10.0,,4.0,3.0,No,1.0,Safe
13412,Hufflepuff,3.0,12.0,,5.0,6.0,No,1.0,Safe
13413,Hufflepuff,8.0,6.0,,4.0,3.0,No,,Safe
13414,Hufflepuff,3.0,,,0.0,2.0,Yes,7.0,Vulnerable
13415,Ravenclaw,9.0,8.0,,5.0,3.0,,0.0,Safe
13416,Ravenclaw,9.0,,,7.0,5.0,No,2.0,Safe
13417,Hufflepuff,7.0,5.0,False,7.0,3.0,No,,Safe
13418,Gryffindor,7.0,10.0,False,8.0,6.0,No,4.0,Safe
13419,Hufflepuff,9.0,11.0,False,5.0,5.0,No,3.0,Safe
13420,Hufflepuff,6.0,7.0,False,7.0,3.0,No,1.0,Safe
13421,Slytherin,9.0,15.0,,8.0,3.0,No,1.0,Safe
13422,Gryffindor,1.0,,,,1.0,Yes,4.0,Vulnerable
13423,Slytherin,7.0,11.0,,6.0,6.0,No,1.0,Safe
13424,Hufflepuff,4.0,6.0,False,5.0,5.0,No,,Vulnerable
13425,Slytherin,2.0,1.0,,2.0,2.0,Yes,10.0,Vulnerable
13426,Hufflepuff,9.0,11.0,False,7.0,5.0,No,0.0,Safe
13427,Ravenclaw,,7.0,,5.0,6.0,No,1.0,Vulnerable
13428,Slytherin,4.0,10.0,False,,6.0,No,0.0,Safe
13429,Slytherin,0.0,3.0,True,1.0,4.0,Yes,10.0,Vulnerable
13430,Gryffindor,7.0,8.0,False,4.0,,No,0.0,Safe
13431,Gryffindor,4.0,8.0,False,5.0,5.0,No,4.0,Vulnerable
13432,Ravenclaw,8.0,,False,4.0,6.0,No,1.0,Safe
13433,Slytherin,2.0,2.0,,0.0,2.0,Yes,10.0,Vulnerable
13434,Ravenclaw,,11.0,False,6.0,5.0,No,3.0,Vulnerable
13435,Slytherin,,3.0,,0.0,1.0,Yes,11.0,Vulnerable
13436,Hufflepuff,5.0,4.0,False,7.0,3.0,No,3.0,Safe
13437,Ravenclaw,7.0,5.0,,6.0,4.0,No,,Vulnerable
13438,Ravenclaw,7.0,9.0,,10.0,5.0,No,3.0,Safe
13439,Hufflepuff,7.0,11.0,,7.0,5.0,No,1.0,Safe
13440,Ravenclaw,9.0,12.0,False,8.0,6.0,No,,Safe
13441,Slytherin,,5.0,True,0.0,,Yes,11.0,Vulnerable
13442,Slytherin,3.0,14.0,False,4.0,6.0,No,1.0,Safe
13443,Gryffindor,8.0,10.0,False,4.0,3.0,,2.0,Safe
13444,Ravenclaw,0.0,4.0,,1.0,1.0,Yes,9.0,Safe
13445,Gryffindor,,5.0,False,,4.0,No,2.0,Vulnerable
13446,Slytherin,3.0,,False,8.0,5.0,No,1.0,Safe
13447,Ravenclaw,3.0,4.0,True,0.0,0.0,Yes,4.0,Safe
13448,Slytherin,3.0,3.0,True,1.0,,,8.0,Vulnerable
13449,Slytherin,8.0,6.0,,9.0,5.0,No,4.0,Safe
13450,Gryffindor,7.0,5.0,False,,5.0,No,0.0,Safe
13451,Slytherin,2.0,0.0,,1.0,0.0,Yes,7.0,Vulnerable
13452,Slytherin,9.0,7.0,False,6.0,4.0,No,1.0,Safe
13453,Ravenclaw,9.0,13.0,,6.0,,,2.0,Safe
13454,Slytherin,,3.0,True,1.0,2.0,,4.0,Vulnerable
13455,Slytherin,4.0,10.0,False,,5.0,No,3.0,Vulnerable
13456,Slytherin,4.0,10.0,False,4.0,7.0,,2.0,Safe
13457,Hufflepuff,8.0,7.0,False,,3.0,No,0.0,Safe
13458,Ravenclaw,8.0,15.0,,6.0,7.0,No,0.0,Safe
13459,Ravenclaw,3.0,5.0,True,2.0,0.0,,5.0,Vulnerable
13460,Slytherin,6.0,7.0,False,,6.0,No,4.0,Vulnerable
13461,Slytherin,5.0,8.0,False,6.0,7.0,No,2.0,Safe
13462,Gryffindor,7.0,9.0,False,7.0,5.0,No,4.0,Safe
13463,Hufflepuff,,4.0,True,1.0,3.0,Yes,,Vulnerable
13464,Ravenclaw,,13.0,,4.0,5.0,No,,Safe
13465,Slytherin,6.0,8.0,,5.0,5.0,No,,Vulnerable
13466,Slytherin,,4.0,True,2.0,1.0,,9.0,Vulnerable
13467,Slytherin,6.0,14.0,,7.0,6.0,No,3.0,Safe
13468,Hufflepuff,0.0,3.0,,,1.0,Yes,9.0,Safe
13469,Gryffindor,9.0,10.0,,3.0,4.0,No,2.0,Safe
13470,Slytherin,2.0,0.0,True,1.0,2.0,,9.0,Vulnerable
13471,Slytherin,6.0,13.0,False,4.0,3.0,No,3.0,Safe
13472,Slytherin,8.0,14.0,False,9.0,5.0,No,3.0,Safe
13473,Ravenclaw,7.0,,False,9.0,7.0,No,1.0,Safe
13474,Gryffindor,10.0,7.0,False,9.0,4.0,No,1.0,Safe
13475,Slytherin,,8.0,,10.0,7.0,No,1.0,Safe
13476,Slytherin,5.0,13.0,False,6.0,,No,0.0,Safe
13477,Slytherin,8.0,10.0,False,9.0,7.0,No,0.0,Vulnerable
13478,Gryffindor,8.0,11.0,False,10.0,4.0,No,,Safe
13479,Ravenclaw,9.0,8.0,False,4.0,5.0,No,0.0,Safe
13480,Slytherin,9.0,,,3.0,5.0,No,3.0,Safe
13481,Gryffindor,1.0,,,2.0,0.0,Yes,,Vulnerable
13482,Ravenclaw,7.0,6.0,,7.0,7.0,No,0.0,Safe
13483,Slytherin,7.0,14.0,,7.0,,No,0.0,Safe
13484,Hufflepuff,0.0,4.0,,1.0,,,6.0,Safe
13485,Gryffindor,,10.0,False,9.0,5.0,No,3.0,Safe
13486,Slytherin,3.0,3.0,,1.0,1.0,Yes,8.0,Vulnerable
13487,Slytherin,4.0,6.0,False,8.0,7.0,No,3.0,Safe
13488,Slytherin,7.0,11.0,False,9.0,,No,0.0,Safe
13489,Gryffindor,6.0,8.0,,10.0,7.0,No,1.0,Safe
13490,Slytherin,2.0,2.0,True,,2.0,Yes,9.0,Vulnerable
13491,Slytherin,4.0,12.0,False,7.0,6.0,No,,Vulnerable
13492,Ravenclaw,4.0,10.0,,3.0,6.0,No,1.0,Safe
13493,Slytherin,3.0,6.0,False,3.0,5.0,No,2.0,Safe
13494,Ravenclaw,8.0,11.0,,,3.0,No,1.0,Safe
13495,Slytherin,,3.0,True,,2.0,Yes,,Vulnerable
13496,Ravenclaw,9.0,12.0,,5.0,5.0,No,1.0,Safe
13497,Ravenclaw,6.0,12.0,,10.0,4.0,No,1.0,Safe
13498,Ravenclaw,7.0,9.0,False,5.0,6.0,No,1.0,Safe
13499,Ravenclaw,9.0,6.0,,5.0,4.0,No,,Vulnerable
13500,Slytherin,5.0,13.0,False,10.0,6.0,No,1.0,Safe
13501,Gryffindor,7.0,11.0,False,,5.0,No,,Vulnerable
13502,Gryffindor,4.0,6.0,,4.0,3.0,No,2.0,Safe
13503,Gryffindor,8.0,11.0,False,10.0,6.0,No,3.0,Safe
13504,Slytherin,3.0,3.0,True,,,Yes,6.0,Vulnerable
13505,Slytherin,6.0,9.0,False,8.0,3.0,No,0.0,Safe
13506,Ravenclaw,8.0,12.0,,7.0,5.0,No,0.0,Safe
13507,Gryffindor,5.0,6.0,,6.0,,No,2.0,Vulnerable
13508,Slytherin,7.0,11.0,False,8.0,7.0,No,,Vulnerable
13509,Slytherin,2.0,2.0,,,1.0,,8.0,Vulnerable
13510,Slytherin,0.0,5.0,True,1.0,3.0,Yes,,Vulnerable
13511,Ravenclaw,,,False,4.0,,No,3.0,Safe
13512,Gryffindor,8.0,,False,6.0,4.0,No,0.0,Safe
13513,Hufflepuff,8.0,,,3.0,3.0,No,,Safe
13514,Gryffindor,4.0,13.0,False,7.0,,No,0.0,Safe
13515,Ravenclaw,1.0,,True,,2.0,Yes,,Vulnerable
13516,Ravenclaw,,,True,,,Yes,11.0,Vulnerable
13517,Slytherin,,6.0,False,,5.0,No,4.0,Vulnerable
13518,Hufflepuff,4.0,10.0,False,7.0,7.0,No,2.0,Safe
13519,Ravenclaw,5.0,8.0,False,7.0,5.0,No,1.0,Safe
13520,Hufflepuff,10.0,9.0,False,7.0,3.0,No,3.0,Safe
13521,Hufflepuff,4.0,,False,4.0,,,3.0,Vulnerable
13522,Slytherin,3.0,4.0,True,2.0,3.0,Yes,,Vulnerable
13523,Slytherin,4.0,11.0,False,9.0,,No,0.0,Safe
13524,Ravenclaw,9.0,6.0,,5.0,5.0,No,,Safe
13525,Slytherin,3.0,0.0,,0.0,2.0,,9.0,Vulnerable
13526,Ravenclaw,3.0,6.0,False,,4.0,No,,Vulnerable
13527,Slytherin,5.0,11.0,False,10.0,6.0,No,3.0,Safe
13528,Ravenclaw,4.0,9.0,False,7.0,,No,0.0,Safe
13529,Hufflepuff,7.0,12.0,False,3.0,6.0,No,,Safe
13530,Slytherin,1.0,4.0,True,,2.0,Yes,,Vulnerable
13531,Slytherin,1.0,,,0.0,2.0,Yes,6.0,Vulnerable
13532,Ravenclaw,8.0,15.0,False,7.0,4.0,No,3.0,Safe
13533,Slytherin,9.0,5.0,False,5.0,,No,3.0,Safe
13534,Hufflepuff,,2.0,,1.0,1.0,Yes,,Vulnerable
13535,Hufflepuff,9.0,8.0,False,5.0,,No,0.0,Safe
13536,Gryffindor,6.0,6.0,,,,No,3.0,Vulnerable
13537,Hufflepuff,8.0,,,8.0,4.0,No,0.0,Safe
13538,Ravenclaw,5.0,13.0,False,7.0,5.0,No,0.0,Safe
13539,Slytherin,10.0,7.0,False,9.0,5.0,No,1.0,Safe
13540,Slytherin,5.0,6.0,,9.0,5.0,No,2.0,Safe
13541,Gryffindor,3.0,11.0,False,8.0,5.0,No,3.0,Safe
13542,Slytherin,8.0,5.0,False,8.0,6.0,No,1.0,Safe
13543,Ravenclaw,8.0,8.0,False,5.0,3.0,No,3.0,Vulnerable
13544,Slytherin,3.0,4.0,,2.0,,Yes,4.0,Vulnerable
13545,Hufflepuff,6.0,12.0,False,,3.0,No,0.0,Safe
13546,Slytherin,8.0,4.0,False,5.0,5.0,No,1.0,Safe
13547,Ravenclaw,9.0,14.0,False,7.0,7.0,No,3.0,Safe
13548,Slytherin,,3.0,True,1.0,,Yes,11.0,Vulnerable
13549,Gryffindor,,1.0,True,0.0,2.0,Yes,,Vulnerable
13550,Slytherin,5.0,15.0,False,8.0,6.0,No,0.0,Safe
13551,Ravenclaw,6.0,14.0,False,4.0,5.0,No,2.0,Vulnerable
13552,Ravenclaw,5.0,11.0,,5.0,3.0,No,3.0,Vulnerable
13553,Ravenclaw,6.0,10.0,False,6.0,,No,0.0,Safe
13554,Slytherin,0.0,3.0,True,1.0,3.0,Yes,5.0,Vulnerable
13555,Hufflepuff,9.0,12.0,,5.0,7.0,No,3.0,Safe
13556,Slytherin,7.0,6.0,False,3.0,7.0,No,0.0,Safe
13557,Slytherin,2.0,3.0,,1.0,1.0,Yes,,Vulnerable
13558,Hufflepuff,9.0,8.0,False,9.0,3.0,No,0.0,Safe
13559,Slytherin,,4.0,,,4.0,No,0.0,Safe
13560,Hufflepuff,6.0,15.0,False,3.0,5.0,No,3.0,Safe
13561,Slytherin,7.0,14.0,False,5.0,5.0,No,0.0,Safe
13562,Hufflepuff,1.0,5.0,True,3.0,3.0,Yes,4.0,Vulnerable
13563,Gryffindor,6.0,11.0,False,3.0,3.0,No,3.0,Safe
13564,Hufflepuff,4.0,,False,4.0,5.0,No,2.0,Vulnerable
13565,Hufflepuff,6.0,8.0,False,9.0,5.0,No,1.0,Safe
13566,Slytherin,5.0,8.0,False,10.0,7.0,No,1.0,Safe
13567,Slytherin,2.0,,True,2.0,,Yes,10.0,Vulnerable
13568,Gryffindor,7.0,12.0,False,,5.0,No,0.0,Safe
13569,Ravenclaw,5.0,8.0,False,3.0,5.0,No,1.0,Safe
13570,Ravenclaw,4.0,12.0,False,6.0,,No,,Safe
13571,Hufflepuff,,0.0,True,,,Yes,7.0,Vulnerable
13572,Hufflepuff,3.0,3.0,True,3.0,3.0,Yes,,Vulnerable
13573,Gryffindor,8.0,15.0,False,6.0,,No,1.0,Safe
13574,Gryffindor,9.0,14.0,False,10.0,7.0,No,0.0,Safe
13575,Slytherin,,4.0,True,2.0,3.0,Yes,5.0,Vulnerable
13576,Slytherin,4.0,14.0,False,9.0,4.0,No,1.0,Safe
13577,Hufflepuff,5.0,,False,3.0,7.0,No,,Vulnerable
13578,Gryffindor,4.0,6.0,,5.0,4.0,No,0.0,Safe
13579,Slytherin,,8.0,False,7.0,5.0,No,1.0,Vulnerable
13580,Hufflepuff,7.0,13.0,False,5.0,6.0,,2.0,Safe
13581,Hufflepuff,1.0,4.0,,,5.0,No,,Safe
13582,Slytherin,,13.0,,6.0,4.0,No,3.0,Vulnerable
13583,Slytherin,6.0,10.0,,5.0,6.0,No,0.0,Safe
13584,Ravenclaw,5.0,10.0,False,4.0,4.0,No,0.0,Safe
13585,Slytherin,5.0,13.0,,,6.0,No,0.0,Safe
13586,Slytherin,9.0,13.0,False,,,No,3.0,Safe
13587,Slytherin,7.0,7.0,,6.0,,No,3.0,Vulnerable
13588,Slytherin,9.0,5.0,False,7.0,5.0,No,2.0,Safe
13589,Hufflepuff,0.0,5.0,True,0.0,1.0,Yes,,Vulnerable
13590,Gryffindor,3.0,7.0,False,8.0,7.0,No,0.0,Safe
13591,Slytherin,5.0,,False,10.0,4.0,No,0.0,Safe
13592,Ravenclaw,9.0,8.0,False,8.0,6.0,No,1.0,Safe
13593,Slytherin,7.0,13.0,,5.0,3.0,No,2.0,Safe
13594,Gryffindor,,,False,10.0,6.0,No,3.0,Safe
13595,Gryffindor,4.0,10.0,,6.0,5.0,No,0.0,Safe
13596,Hufflepuff,6.0,13.0,False,6.0,,No,1.0,Safe
13597,Ravenclaw,,11.0,,5.0,5.0,,3.0,Vulnerable
13598,Gryffindor,7.0,13.0,False,3.0,7.0,No,0.0,Safe
13599,Gryffindor,6.0,8.0,False,6.0,3.0,No,,Safe
13600,Gryffindor,9.0,10.0,False,7.0,6.0,No,3.0,Safe
13601,Ravenclaw,0.0,1.0,True,1.0,1.0,Yes,7.0,Vulnerable
13602,Hufflepuff,1.0,,,,2.0,Yes,9.0,Vulnerable
13603,Hufflepuff,,15.0,False,4.0,4.0,No,1.0,Safe
13604,Gryffindor,6.0,,,6.0,5.0,No,1.0,Safe
13605,Ravenclaw,,14.0,,6.0,5.0,No,2.0,Safe
13606,Ravenclaw,7.0,5.0,False,6.0,5.0,No,,Safe
13607,Gryffindor,8.0,8.0,,10.0,7.0,No,4.0,Safe
13608,Gryffindor,,15.0,,9.0,5.0,No,,Vulnerable
13609,Hufflepuff,4.0,9.0,False,4.0,6.0,No,1.0,Safe
13610,Slytherin,1.0,1.0,True,1.0,1.0,Yes,10.0,Vulnerable
13611,Slytherin,5.0,11.0,False,7.0,6.0,No,3.0,Safe
13612,Ravenclaw,6.0,4.0,,6.0,5.0,No,,Safe
13613,Ravenclaw,,6.0,False,6.0,6.0,No,3.0,Vulnerable
13614,Hufflepuff,4.0,12.0,False,3.0,5.0,No,1.0,Safe
13615,Ravenclaw,7.0,5.0,False,2.0,,No,2.0,Safe
13616,Slytherin,4.0,,False,7.0,7.0,No,1.0,Safe
13617,Slytherin,2.0,,,2.0,1.0,,8.0,Vulnerable
13618,Ravenclaw,8.0,5.0,False,5.0,5.0,No,2.0,Safe
13619,Hufflepuff,,8.0,False,6.0,7.0,No,2.0,Safe
13620,Slytherin,,5.0,,0.0,2.0,,9.0,Safe
13621,Slytherin,2.0,3.0,,1.0,0.0,Yes,4.0,Vulnerable
13622,Slytherin,3.0,3.0,,,1.0,Yes,8.0,Vulnerable
13623,Slytherin,3.0,2.0,,1.0,,Yes,,Vulnerable
13624,Hufflepuff,6.0,7.0,,7.0,,No,3.0,Vulnerable
13625,Gryffindor,3.0,7.0,False,3.0,6.0,No,2.0,Safe
13626,Hufflepuff,7.0,12.0,,,,No,1.0,Safe
13627,Gryffindor,,11.0,False,5.0,5.0,No,2.0,Vulnerable
13628,Hufflepuff,,8.0,False,5.0,,No,1.0,Vulnerable
13629,Hufflepuff,9.0,10.0,False,6.0,6.0,,0.0,Safe
13630,Slytherin,,4.0,True,0.0,1.0,Yes,5.0,Vulnerable
13631,Slytherin,3.0,3.0,,1.0,2.0,Yes,5.0,Vulnerable
13632,Hufflepuff,7.0,8.0,False,9.0,,No,2.0,Safe
13633,Gryffindor,6.0,5.0,False,7.0,6.0,No,1.0,Safe
13634,Gryffindor,8.0,,False,6.0,3.0,No,2.0,Safe
13635,Slytherin,,0.0,True,,1.0,Yes,8.0,Vulnerable
13636,Slytherin,4.0,5.0,False,5.0,6.0,No,1.0,Safe
13637,Hufflepuff,,9.0,False,7.0,3.0,No,0.0,Safe
13638,Hufflepuff,7.0,5.0,True,2.0,0.0,Yes,5.0,Safe
13639,Gryffindor,9.0,9.0,False,9.0,6.0,No,0.0,Safe
13640,Ravenclaw,10.0,12.0,,7.0,5.0,No,0.0,Safe
13641,Gryffindor,,14.0,False,,4.0,No,4.0,Safe
13642,Ravenclaw,8.0,9.0,False,,6.0,No,2.0,Safe
13643,Gryffindor,9.0,14.0,False,,4.0,No,3.0,Safe
13644,Slytherin,5.0,6.0,False,,4.0,No,3.0,Vulnerable
13645,Ravenclaw,,7.0,,9.0,7.0,No,2.0,Safe
13646,Hufflepuff,9.0,7.0,False,6.0,,No,0.0,Safe
13647,Ravenclaw,5.0,11.0,False,7.0,3.0,No,1.0,Safe
13648,Slytherin,0.0,5.0,,1.0,,Yes,,Vulnerable
13649,Ravenclaw,1.0,,,2.0,2.0,Yes,5.0,Vulnerable
13650,Ravenclaw,7.0,10.0,,9.0,,No,3.0,Safe
13651,Slytherin,1.0,,True,1.0,0.0,Yes,8.0,Vulnerable
13652,Slytherin,6.0,4.0,,4.0,,No,1.0,Safe
13653,Hufflepuff,7.0,8.0,,8.0,6.0,,0.0,Safe
13654,Gryffindor,4.0,,False,3.0,5.0,No,0.0,Safe
13655,Gryffindor,5.0,15.0,False,10.0,5.0,No,1.0,Safe
13656,Slytherin,4.0,10.0,,8.0,7.0,No,,Safe
13657,Slytherin,4.0,,,9.0,5.0,No,2.0,Safe
13658,Gryffindor,9.0,14.0,,7.0,3.0,No,2.0,Safe
13659,Ravenclaw,7.0,13.0,False,4.0,,No,1.0,Safe
13660,Gryffindor,5.0,6.0,False,6.0,7.0,No,3.0,Safe
13661,Slytherin,7.0,14.0,False,6.0,,No,1.0,Safe
13662,Gryffindor,5.0,14.0,,4.0,4.0,,0.0,Safe
13663,Ravenclaw,9.0,14.0,False,3.0,4.0,No,3.0,Safe
13664,Hufflepuff,7.0,8.0,,8.0,7.0,No,0.0,Safe
13665,Slytherin,5.0,10.0,False,,3.0,No,0.0,Safe
13666,Slytherin,1.0,5.0,True,,,Yes,7.0,Vulnerable
13667,Slytherin,3.0,2.0,,,0.0,,5.0,Vulnerable
13668,Gryffindor,7.0,8.0,,8.0,3.0,No,3.0,Safe
13669,Slytherin,2.0,0.0,True,,2.0,Yes,7.0,Vulnerable
13670,Hufflepuff,7.0,,False,,,No,2.0,Vulnerable
13671,Ravenclaw,4.0,11.0,,4.0,7.0,No,1.0,Safe
13672,Ravenclaw,8.0,13.0,,4.0,4.0,No,1.0,Safe
13673,Gryffindor,10.0,13.0,False,9.0,4.0,No,3.0,Safe
13674,Ravenclaw,6.0,13.0,,8.0,7.0,No,2.0,Safe
13675,Hufflepuff,4.0,14.0,False,7.0,4.0,No,1.0,Safe
13676,Gryffindor,6.0,13.0,False,4.0,5.0,No,0.0,Safe
13677,Hufflepuff,9.0,12.0,,8.0,4.0,,0.0,Safe
13678,Ravenclaw,6.0,15.0,False,9.0,6.0,No,1.0,Safe
13679,Ravenclaw,4.0,12.0,,8.0,5.0,No,1.0,Safe
13680,Slytherin,6.0,8.0,,3.0,5.0,No,0.0,Safe
13681,Ravenclaw,6.0,13.0,False,5.0,5.0,No,3.0,Safe
13682,Gryffindor,4.0,5.0,False,4.0,3.0,No,3.0,Safe
13683,Gryffindor,4.0,12.0,False,10.0,4.0,,,Safe
13684,Slytherin,2.0,4.0,,1.0,0.0,Yes,,Vulnerable
13685,Hufflepuff,6.0,15.0,False,9.0,,No,3.0,Safe
13686,Slytherin,8.0,15.0,False,4.0,6.0,No,3.0,Safe
13687,Ravenclaw,4.0,5.0,False,3.0,6.0,No,2.0,Safe
13688,Hufflepuff,7.0,12.0,False,5.0,7.0,No,0.0,Safe
13689,Gryffindor,4.0,15.0,False,8.0,3.0,No,2.0,Safe
13690,Gryffindor,6.0,13.0,False,9.0,,,,Safe
13691,Gryffindor,3.0,14.0,False,9.0,5.0,No,1.0,Safe
13692,Slytherin,3.0,3.0,,1.0,2.0,,4.0,Vulnerable
13693,Hufflepuff,,12.0,False,10.0,6.0,No,3.0,Safe
13694,Gryffindor,3.0,,,6.0,,No,,Vulnerable
13695,Slytherin,4.0,5.0,False,9.0,5.0,No,0.0,Safe
13696,Ravenclaw,7.0,6.0,False,,4.0,,3.0,Vulnerable
13697,Slytherin,7.0,11.0,False,6.0,4.0,No,,Vulnerable
13698,Hufflepuff,1.0,5.0,,1.0,0.0,,,Vulnerable
13699,Ravenclaw,5.0,10.0,False,3.0,3.0,No,,Vulnerable
13700,Slytherin,,,False,,4.0,No,3.0,Vulnerable
13701,Slytherin,7.0,4.0,,4.0,4.0,No,2.0,Safe
13702,Hufflepuff,,12.0,False,9.0,6.0,No,2.0,Safe
13703,Gryffindor,10.0,,False,4.0,6.0,No,,Safe
13704,Slytherin,3.0,3.0,False,6.0,6.0,No,1.0,Safe
13705,Slytherin,4.0,5.0,False,3.0,3.0,No,1.0,Safe
13706,Slytherin,10.0,10.0,,8.0,5.0,No,3.0,Safe
13707,Hufflepuff,8.0,9.0,False,8.0,,No,,Safe
13708,Slytherin,9.0,9.0,,6.0,6.0,,0.0,Safe
13709,Hufflepuff,8.0,11.0,,9.0,7.0,No,1.0,Safe
13710,Hufflepuff,9.0,12.0,,7.0,3.0,No,4.0,Safe
13711,Gryffindor,,12.0,False,,4.0,No,1.0,Vulnerable
13712,Ravenclaw,3.0,,True,0.0,,Yes,,Vulnerable
13713,Hufflepuff,2.0,,True,1.0,1.0,Yes,,Vulnerable
13714,Gryffindor,4.0,14.0,False,8.0,,No,,Safe
13715,Hufflepuff,8.0,,False,9.0,5.0,,2.0,Safe
13716,Ravenclaw,4.0,14.0,False,8.0,,No,0.0,Safe
13717,Gryffindor,7.0,8.0,False,9.0,3.0,No,3.0,Safe
13718,Slytherin,,,True,0.0,3.0,,10.0,Vulnerable
13719,Slytherin,,,False,3.0,,No,1.0,Vulnerable
13720,Slytherin,7.0,11.0,False,4.0,3.0,No,0.0,Safe
13721,Gryffindor,10.0,10.0,False,7.0,,No,2.0,Safe
13722,Slytherin,4.0,12.0,False,10.0,5.0,No,0.0,Safe
13723,Slytherin,,,True,0.0,1.0,Yes,10.0,Vulnerable
13724,Gryffindor,,14.0,,6.0,4.0,No,,Vulnerable
13725,Slytherin,0.0,7.0,,0.0,2.0,Yes,4.0,Vulnerable
13726,Slytherin,8.0,15.0,,4.0,7.0,No,1.0,Safe
13727,Slytherin,2.0,1.0,True,2.0,2.0,Yes,6.0,Safe
13728,Gryffindor,,2.0,True,1.0,1.0,Yes,10.0,Vulnerable
13729,Hufflepuff,8.0,8.0,False,3.0,3.0,No,1.0,Safe
13730,Ravenclaw,,12.0,,4.0,7.0,No,0.0,Safe
13731,Gryffindor,4.0,4.0,False,3.0,6.0,No,0.0,Safe
13732,Hufflepuff,,10.0,False,4.0,,No,1.0,Vulnerable
13733,Ravenclaw,4.0,10.0,,8.0,6.0,No,3.0,Safe
13734,Gryffindor,9.0,11.0,False,7.0,5.0,No,2.0,Safe
13735,Ravenclaw,8.0,14.0,False,5.0,5.0,No,1.0,Safe
13736,Hufflepuff,8.0,7.0,False,3.0,7.0,,0.0,Safe
13737,Gryffindor,5.0,10.0,False,,,No,2.0,Vulnerable
13738,Gryffindor,9.0,15.0,False,6.0,4.0,No,2.0,Safe
13739,Hufflepuff,,4.0,False,5.0,6.0,No,1.0,Safe
13740,Slytherin,9.0,13.0,,8.0,5.0,No,0.0,Safe
13741,Hufflepuff,,3.0,,1.0,0.0,Yes,,Vulnerable
13742,Hufflepuff,1.0,,True,0.0,,,5.0,Vulnerable
